model_name,base_mean_error,base_median_error,base_max_error,improved_mean_error,improved_median_error,improved_max_error
distilgpt2,5.282823162105658,5.321602191810363,8.15197640776901,2.570963578905132,1.3503090195983374,11.485667670601032
sshleifer/tiny-gpt2,94.51771970891966,95.13838801953128,95.13842044238284,69.29187866520334,69.193916171875,69.7979267578125
