use_cache,num_rows,mean_error_percent,median_error_percent,max_error_percent,avg_actual_MB,avg_predicted_MB
False,6,47.0766376720423,47.07663767204231,91.3121769042969,177.0,187.5581866424561
True,42,41.805086111549954,6.817565007100576,95.13842044238284,197.9247619047619,211.7128707885132
