dtype,num_rows,mean_error_percent,median_error_percent,max_error_percent,avg_actual_MB,avg_predicted_MB
fp16,3,5.321602191810363,5.321602191810363,5.321602191810363,181.25,190.89540397265628
fp32,45,44.94019191426491,6.817744646145182,95.13842044238284,196.24644444444445,209.8800773567627
