allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error
4.204764299257073,30.243674103863043,69.7979267578125,0.15028352792038122,4.545454545454545,23.81308834025933,53.84615384615385,0.0
