dtype,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB
fp16,3,5.336898410525872,5.336898410525872,5.336898410525872,1.0526315789473684,1.0526315789473684,1.0526315789473684,181.25,171.57687163092183
fp32,45,31.904125816752188,2.8711585436039386,69.7979267578125,25.330452124346795,5.729166666666666,53.84615384615385,196.24644444444445,192.68174324093965
