model_name,num_rows,mean_reserved_error,median_reserved_error,max_reserved_error,avg_actual_reserved_MB,avg_predicted_reserved_MB
distilgpt2,28,2.36089869319182,2.197802197802198,5.729166666666666,354.64285714285717,354.07142857142856
sshleifer/tiny-gpt2,20,53.84615384615385,53.84615384615385,53.84615384615385,26.0,12.0
