dtype,num_rows,avg_allocated_MB,avg_reserved_MB,avg_padding_MB,median_padding_MB,avg_padding_ratio,median_padding_ratio
fp16,3,181.25,190.0,8.75,8.75,0.048275862068965524,0.04827586206896552
fp32,45,196.24644444444445,219.55555555555554,23.309111111111108,26.779999999999973,0.5303366937456003,0.12445095168374817
