model_name,phase,num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
gpt2,training,6,5.027568449243121,6.93978329622838,17.69364235248657,1.9677144462290508,5.2627948805918,6.517713114202087,16.833725390069333,1.2921260766657225,1846.3733333333332,1894.4328378906248,2022.6666666666667,2045.9874649218752
