estimator,num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error
TrainingMemoryEstimatorV1,8,15.655725819904276,14.448068512235329,24.20871003617393,3.553216166291566,16.11796166570771,14.133240465379385,23.9872817354369,2.881994555995477
TrainingMemoryEstimatorV2,8,2.9771727367963567,3.462506658259552,8.767998067668923,1.0062912054032493,3.4968385851194057,3.8682107808412485,9.524969196302317,2.179438898645701
