model_name,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
distilgpt2,8,4.687578325321544,2.9877862204002046,12.774707810262004,5.096861560195011,3.4968385851194057,12.519874461468444,1529.01125,1508.1463745117187,1645.5,1628.798084472656
gpt2,6,3.9305437923318656,3.6466055512090376,6.674091878636817,4.859069716844975,5.2627948805918,6.9155871251351,1846.3733333333332,1823.2278085937498,2022.6666666666667,1969.08603328125
