model_name,batch_size,input_tokens,dtype,optimizer_name,memory_limit_MB,actual_peak_allocated_MB,predicted_peak_allocated_MB,actual_peak_reserved_MB,predicted_peak_reserved_MB,actual_fits,predicted_fits,correct_prediction,dangerous_failure,conservative_failure,outcome
gpt2,1,32,fp32,adamw,2600,2402.82,2288.1175332031253,2616.0,2471.166935859376,False,True,False,True,False,dangerous_underprediction
gpt2,1,32,fp32,adamw,2800,2402.82,2288.1175332031253,2616.0,2471.166935859376,True,True,True,False,False,correct
gpt2,1,32,fp32,adamw,3072,2402.82,2288.1175332031253,2616.0,2471.166935859376,True,True,True,False,False,correct
gpt2,1,32,fp32,adamw,4096,2402.82,2288.1175332031253,2616.0,2471.166935859376,True,True,True,False,False,correct
gpt2,1,32,fp32,adamw,8192,2402.82,2288.1175332031253,2616.0,2471.166935859376,True,True,True,False,False,correct
gpt2,1,64,fp32,adamw,768,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1024,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1200,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1300,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1400,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1500,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1600,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1700,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1800,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,1900,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,2000,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,2048,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,2200,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,2400,2409.59,2348.879158203125,2670.0,2536.789490859375,False,False,True,False,False,correct
gpt2,1,64,fp32,adamw,2600,2409.59,2348.879158203125,2670.0,2536.789490859375,False,True,False,True,False,dangerous_underprediction
gpt2,1,64,fp32,adamw,2800,2409.59,2348.879158203125,2670.0,2536.789490859375,True,True,True,False,False,correct
gpt2,1,64,fp32,adamw,3072,2409.59,2348.879158203125,2670.0,2536.789490859375,True,True,True,False,False,correct
gpt2,1,64,fp32,adamw,4096,2409.59,2348.879158203125,2670.0,2536.789490859375,True,True,True,False,False,correct
gpt2,1,64,fp32,adamw,8192,2409.59,2348.879158203125,2670.0,2536.789490859375,True,True,True,False,False,correct
gpt2,1,128,fp32,adamw,768,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1024,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1200,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1300,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1400,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1500,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1600,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1700,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1800,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,1900,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2000,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2048,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2200,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2400,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2600,2422.73,2470.402408203125,2634.0,2668.034600859375,False,False,True,False,False,correct
gpt2,1,128,fp32,adamw,2800,2422.73,2470.402408203125,2634.0,2668.034600859375,True,True,True,False,False,correct
gpt2,1,128,fp32,adamw,3072,2422.73,2470.402408203125,2634.0,2668.034600859375,True,True,True,False,False,correct
gpt2,1,128,fp32,adamw,4096,2422.73,2470.402408203125,2634.0,2668.034600859375,True,True,True,False,False,correct
gpt2,1,128,fp32,adamw,8192,2422.73,2470.402408203125,2634.0,2668.034600859375,True,True,True,False,False,correct
