optimizer_name,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
adamw,10,3.398684434095748,2.9650534577534975,8.767998067668923,4.007273385794097,3.4968385851194057,9.524969196302317,1851.074,1833.8268898437498,2005.4,1980.5330410312497
sgd,4,4.324117919777532,4.446145692308847,6.674091878636817,5.006842672464717,5.2105576690427124,6.9155871251351,1199.8975,1190.00261328125,1311.5,1285.20282234375
