estimator,num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error
TrainingMemoryEstimatorV3,14,2.9877862204002046,4.363134954040254,12.774707810262004,1.0062912054032493,4.203541218441693,4.994950770187853,12.519874461468444,1.2921260766657225
