model_name,num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
gpt2,13,2.6590222074230714,2.499337142047585,5.093826663097762,0.21373126583170513,2.0618556701030926,2.2843346019272683,5.223880597014925,0.6756756756756757,502.58461538461535,504.45464389444476,546.6153846153846,548.4615384615385
