estimator,num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error
TrainingMemoryEstimatorV4,14,2.9771727367963567,3.663094001433401,8.767998067668923,1.0062912054032493,3.688746928129558,4.292864610557131,9.524969196302317,1.2921260766657225
