optimizer_name,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
adamw,7,3.532274113187193,2.980210999826653,8.767998067668923,4.036431145727378,3.4968385851194057,9.524969196302317,1610.8,1604.4099712611605,1733.4285714285713,1732.7627689620533
sgd,1,2.97413447376606,2.97413447376606,2.97413447376606,2.6906682266383415,2.6906682266383415,2.6906682266383415,956.49,928.042701171875,1030.0,1002.2861172656251
