model_name,day13_mean_error,day13_median_error,day13_max_error,day14_mean_error,day14_median_error,day14_max_error
distilgpt2,2.570963578905132,1.3503090195983372,11.485667670601032,2.2674623268604948,2.0168405486581618,8.995498143765793
sshleifer/tiny-gpt2,69.29187866520334,69.193916171875,69.7979267578125,69.27465403375153,69.18375300427627,69.7979267578125
