num_rows,allocated_MRE,allocated_mean_error,allocated_max_error,allocated_min_error,reserved_MRE,reserved_mean_error,reserved_max_error,reserved_min_error
8,15.655725819904276,14.448068512235327,24.208710036173926,3.553216166291566,16.11796166570771,14.133240465379385,23.9872817354369,2.881994555995477
