model_name,experiment_type,num_rows,mean_error_percent,median_error_percent,max_error_percent,avg_actual_MB,avg_predicted_MB
distilgpt2,batch_size_variation,3,3.5533690518591734,2.8701647282892235,4.990912465130096,360.57666666666665,366.0956599453125
distilgpt2,cache_comparison,3,2.8410984397877086,2.841098439787708,2.841098439787708,341.5,351.202351171875
distilgpt2,generated_token_variation,9,6.451875229964269,6.462909592044849,6.817744646145182,336.5233333333333,358.22542760156256
distilgpt2,input_token_variation,7,5.965027886092187,6.8173853680559695,8.15197640776901,345.1242857142857,358.2261400078125
distilgpt2,other,3,4.316255738754324,4.3668593244705,4.3668593244705,343.4066666666667,358.22880794531255
distilgpt2,precision_fp16,3,5.321602191810363,5.321602191810363,5.321602191810363,181.25,190.89540397265628
sshleifer/tiny-gpt2,cache_comparison,3,91.3121769042969,91.3121769042969,91.3121769042969,12.5,23.914022113037117
sshleifer/tiny-gpt2,generated_token_variation,8,95.11891670462236,95.13841207519533,95.13842044238284,12.50125,24.392301868927007
sshleifer/tiny-gpt2,input_token_variation,9,95.05183664761374,95.13838697363283,95.13839534082037,12.505555555555555,24.392301567504884
