model_name,num_rows,mean_error_percent,median_error_percent,max_error_percent,min_error_percent,avg_actual_MB,avg_predicted_MB
distilgpt2,28,5.282823162105658,5.321602191810363,8.15197640776901,1.0521897941643268,325.88500000000005,340.38851777050786
sshleifer/tiny-gpt2,20,94.51771970891966,95.13838801953128,95.13842044238284,91.3121769042969,12.503,24.320559769903568
