batch_size,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
1,7,2.560215112635123,2.6590222074230714,4.308295038625891,2.8515492675792413,2.5454545454545454,5.223880597014925,474.08,482.6168293307545,518.0,524.8571428571429
2,6,2.428312843028791,2.1727226507847437,5.093826663097762,1.6225841586666327,1.7007987368812112,2.909090909090909,535.84,529.93209421875,580.0,576.0
