optimizer_name,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
adamw,3,3.0869751828823753,2.5195507035169977,4.773660398901078,3.939238612616441,4.989157645716298,5.536432115467303,2411.7133333333336,2369.1330332031253,2640.0,2558.6636758593754
sgd,3,10.792591409574383,9.402655376651413,17.69364235248657,9.096187615787734,6.28952665150316,16.833725390069333,1281.0333333333333,1419.7326425781248,1405.3333333333333,1533.311253984375
