model_name,num_rows,allocated_mean_error,allocated_median_error,allocated_max_error,reserved_mean_error,reserved_median_error,reserved_max_error,avg_actual_allocated_MB,avg_predicted_allocated_MB,avg_actual_reserved_MB,avg_predicted_reserved_MB
distilgpt2,28,2.364402725371272,2.0168405486581618,8.995498143765793,2.36089869319182,2.197802197802198,5.729166666666666,325.88500000000005,325.3063290140273,354.64285714285717,354.07142857142856
sshleifer/tiny-gpt2,20,69.27465403375153,69.18375300427627,69.7979267578125,53.84615384615385,53.84615384615385,53.84615384615385,12.503,3.8415924171142577,26.0,12.0
